date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:49	13856/13856	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-3620%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:49	24864/24864	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-6120%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Script-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:50	13408/13408	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-3460%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:50	5820/5820	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-16bc%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:50	6980/6980	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-1b44%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:50	13172/13172	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-3374%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size1-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:51	12648/12648	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-3168%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:51	5560/5560	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-15b8%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:51	6684/6684	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-1a1c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:51	12412/12412	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-307c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size2-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:52	8596/8596	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-2194%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:52	3856/3856	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-f10%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:52	4776/4776	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-12a8%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:52	8360/8360	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-20a8%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size3-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:53	11520/11520	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-2d00%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:53	5172/5172	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-1434%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:53	6456/6456	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-1938%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:54	11284/11284	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-2c14%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Size4-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:54	35984/35984	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-8c90%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.eot	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.eot	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:54	17376/17376	---M--	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-43e0%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.woff2	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:54	20812/20812	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-514c%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.woff	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.woff	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:55	35728/35728	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03cf0-8b90%22	https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.ttf	C:/Users/Brillz/Desktop/Theory/copy/theory/cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/fonts/KaTeX_Typewriter-Regular.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
23:14:56	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:55%20GMT	http://85.192.34.140/theory/img/icons/file.svg	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/img/icons/file.56.delayed	(from http://85.192.34.140/theory/oop/index.html)
23:14:56	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:56%20GMT	http://85.192.34.140/theory/img/icons/octocat.svg	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/img/icons/octocat.svg	(from http://85.192.34.140/theory/oop/index.html)
23:14:56	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:56%20GMT	http://85.192.34.140/theory/img/icons/enter-zen.svg	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/img/icons/enter-zen.svg	(from http://85.192.34.140/theory/oop/index.html)
23:14:56	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:56%20GMT	http://85.192.34.140/theory/img/icons/exit-zen.svg	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/img/icons/exit-zen.svg	(from http://85.192.34.140/theory/oop/index.html)
23:14:57	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:57%20GMT	http://85.192.34.140/theory/img/icons/code.svg	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/img/icons/code.svg	(from http://85.192.34.140/theory/oop/index.html)
23:14:57	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:57%20GMT	http://85.192.34.140/theory/img/icons/eye.svg	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/img/icons/eye.svg	(from http://85.192.34.140/theory/oop/index.html)
23:14:57	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:57%20GMT	http://85.192.34.140/theory/oop/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/oop/README.md	(from http://85.192.34.140/theory/oop/index.html)
23:14:57	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:57%20GMT	http://85.192.34.140/theory/jvm/jvm.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/jvm/jvm.md	(from http://85.192.34.140/theory/jvm/index.html)
23:14:58	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:58%20GMT	http://85.192.34.140/theory/core/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/core/README.md	(from http://85.192.34.140/theory/core/index.html)
23:14:58	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:58%20GMT	http://85.192.34.140/theory/jcf/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/jcf/README.md	(from http://85.192.34.140/theory/jcf/index.html)
23:14:58	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:58%20GMT	http://85.192.34.140/theory/java8/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/java8/README.md	(from http://85.192.34.140/theory/java8/index.html)
23:14:59	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:59%20GMT	http://85.192.34.140/theory/io/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/io/README.md	(from http://85.192.34.140/theory/io/index.html)
23:14:59	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:59%20GMT	http://85.192.34.140/theory/serialization/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/serialization/README.md	(from http://85.192.34.140/theory/serialization/index.html)
23:14:59	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:59%20GMT	http://85.192.34.140/theory/concurrency/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/concurrency/README.md	(from http://85.192.34.140/theory/concurrency/index.html)
23:14:59	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:14:59%20GMT	http://85.192.34.140/theory/servlets/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/servlets/README.md	(from http://85.192.34.140/theory/servlets/index.html)
23:15:00	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:00%20GMT	http://85.192.34.140/theory/db/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/db/README.md	(from http://85.192.34.140/theory/db/index.html)
23:15:00	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:00%20GMT	http://85.192.34.140/theory/sql/images/SQL/image.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/image.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:00	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:00%20GMT	http://85.192.34.140/theory/sql/images/SQL/row_number-sql-rank-function.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/row_number-sql-rank-function.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:00	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:00%20GMT	http://85.192.34.140/theory/sql/images/SQL/row_number-example.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/row_number-example.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:01	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:01%20GMT	http://85.192.34.140/theory/sql/images/SQL/ranksql-rank-function.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/ranksql-rank-function.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:01	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:01%20GMT	http://85.192.34.140/theory/sql/images/SQL/output-of-rank-function-for-similar-values.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/output-of-rank-function-for-similar-values.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:01	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:01%20GMT	http://85.192.34.140/theory/sql/images/SQL/dense_ranksql-rank-function.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/dense_ranksql-rank-function.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:01	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:01%20GMT	http://85.192.34.140/theory/sql/images/SQL/output-of-dense_rank-function.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/output-of-dense_rank-function.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:01	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:02%20GMT	http://85.192.34.140/theory/sql/images/SQL/difference-between-rank-and-dense_rank.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/difference-between-rank-and-dense_rank.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:02	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:02%20GMT	http://85.192.34.140/theory/sql/images/SQL/difference-between-rank-and-dense_rank-functio.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/difference-between-rank-and-dense_rank-functio.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:02	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:02%20GMT	http://85.192.34.140/theory/sql/images/SQL/ntilen-sql-rank-function.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/ntilen-sql-rank-function.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:02	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:02%20GMT	http://85.192.34.140/theory/sql/images/SQL/ntilen-function-with-partition.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/ntilen-function-with-partition.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:02	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:02%20GMT	http://85.192.34.140/theory/sql/images/SQL/output-of-ntilen-function-with-partition.png	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/images/SQL/output-of-ntilen-function-with-partition.png	(from http://85.192.34.140/theory/sql/index.html)
23:15:03	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:03%20GMT	http://85.192.34.140/theory/sql/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/sql/README.md	(from http://85.192.34.140/theory/sql/index.html)
23:15:03	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:03%20GMT	http://85.192.34.140/theory/jdbc/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/jdbc/README.md	(from http://85.192.34.140/theory/jdbc/index.html)
23:15:03	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:03%20GMT	http://85.192.34.140/theory/test/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/test/README.md	(from http://85.192.34.140/theory/test/index.html)
23:15:03	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:03%20GMT	http://85.192.34.140/theory/log/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/log/README.md	(from http://85.192.34.140/theory/log/index.html)
23:15:04	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:04%20GMT	http://85.192.34.140/theory/uml/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/uml/README.md	(from http://85.192.34.140/theory/uml/index.html)
23:15:04	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:04%20GMT	http://85.192.34.140/theory/xml/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/xml/README.md	(from http://85.192.34.140/theory/xml/index.html)
23:15:04	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:04%20GMT	http://85.192.34.140/theory/patterns/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/patterns/README.md	(from http://85.192.34.140/theory/patterns/index.html)
23:15:05	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:05%20GMT	http://85.192.34.140/theory/html/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/html/README.md	(from http://85.192.34.140/theory/html/index.html)
23:15:05	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:05%20GMT	http://85.192.34.140/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from http://85.192.34.140/theory/html/index.html)
23:15:05	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:05%20GMT	http://85.192.34.140/theory/css/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/css/README.md	(from http://85.192.34.140/theory/css/index.html)
23:15:05	275/275	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2018:15:05%20GMT	http://85.192.34.140/theory/web/README.md	C:/Users/Brillz/Desktop/Theory/copy/theory/85.192.34.140/theory/web/README.md	(from http://85.192.34.140/theory/web/index.html)
23:15:06	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Mon,%2016%20Oct%202023%2018:15:06%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/KaTeX/0.9.0-alpha2/katex.min.css)
